"name","averageRating","numVotes","V1","director","score","year","foreign"
"Closer",7,7,"4720","Mike Nichols",5,2004,FALSE
"Closer",5.9,142,"4720","Mike Nichols",5,2004,FALSE
"Closer",8,259,"4720","Mike Nichols",5,2004,FALSE
"Closer",6.7,9,"4720","Mike Nichols",5,2004,FALSE
"Closer",6.3,157,"4720","Mike Nichols",5,2004,FALSE
"Closer",7.2,77,"4720","Mike Nichols",5,2004,FALSE
"Closer",7.3,183065,"4720","Mike Nichols",5,2004,FALSE
"Closer",6.7,6732,"4720","Mike Nichols",5,2004,FALSE
"Closer to the Moon",7,3422,"4793","Nae Caranfil",6,2015,FALSE
"Cloud 9",6.7,1367,"349","Andreas Dresen",6,2009,FALSE
"Cloud 9",6.2,43,"349","Andreas Dresen",6,2009,FALSE
"Cloud 9",3.4,5,"349","Andreas Dresen",6,2009,FALSE
"Cloud 9",6,13,"349","Andreas Dresen",6,2009,FALSE
"Cloud 9",4.3,1063,"349","Andreas Dresen",6,2009,FALSE
"Cloud 9",6.8,2903,"349","Andreas Dresen",6,2009,FALSE
"Cloud 9",6.8,31,"349","Andreas Dresen",6,2009,FALSE
"Cloud Atlas",7.5,314605,"3879","Lana Wachowski, Andy Wachowski and Tom Tykwer",6.5,2012,FALSE
"Clouds",6,7,"1830","Don Thompson",6,2000,FALSE
"Clouds",8.6,5,"1830","Don Thompson",6,2000,FALSE
"Clouds",6.8,226,"1830","Don Thompson",6,2000,FALSE
"Clouds",5.4,8,"1830","Don Thompson",6,2000,FALSE
"Clouds",5.7,330,"1830","Don Thompson",6,2000,FALSE
"Clouds",10,5,"1830","Don Thompson",6,2000,FALSE
"Clouds",4.5,12,"1830","Don Thompson",6,2000,FALSE
"Clouds",6.4,38,"1830","Don Thompson",6,2000,FALSE
"Clouds of Sils Maria",6.7,23162,"5003","Olivier Assayas",7.1,2014,FALSE
"Cloverfield",7,336743,"4410","Matt Reaves",5.5,2008,FALSE
"Coach Carter",7.3,104811,"6623","Thomas Carter",5,2005,FALSE
"Coastlines",5.9,535,"6898","Victor Nunez",6,2006,FALSE
"Coco",1.4,13,"3988","Lee Unkrich & Adrian Molina",6.4,2017,FALSE
"Coco",7.5,24,"3988","Lee Unkrich & Adrian Molina",6.4,2017,FALSE
"Coco",7.9,7,"3988","Lee Unkrich & Adrian Molina",6.4,2017,FALSE
"Coco",8.5,179534,"3988","Lee Unkrich & Adrian Molina",6.4,2017,FALSE
"Coco",5.1,478,"3988","Lee Unkrich & Adrian Molina",6.4,2017,FALSE
"Coco",3.3,1263,"3988","Lee Unkrich & Adrian Molina",6.4,2017,FALSE
"Coco Before Chanel",6.7,35087,"485","Anne Fontaine",6,2009,FALSE
"Coco Chanel & Igor Stravinsky",6.4,5658,"2836","Jan Kounen",6.5,2010,FALSE
"Code 46",6.2,19002,"4622","Michael Winterbottom",6.8,2004,FALSE
"Codependent Lesbian Space Alien Seeks Same",6.1,250,"4156","Madeleine Olnek",6.6,2011,FALSE
"Coffee Date",6,1344,"6467","Stewart Wade",5,2007,FALSE
"Coffee Date",6.2,60,"6467","Stewart Wade",5,2007,FALSE
"Coherence",8.1,9,"2815","James Ward Byrkit",5,2014,FALSE
"Coherence",7.2,79364,"2815","James Ward Byrkit",5,2014,FALSE
"Cold Bloom",6.4,43,"603","Atsushi Funahashi",6,2014,FALSE
"Cold Comes the Night",5.7,7958,"6851","Tze Chun",5,2014,FALSE
"Cold Creek Manor",4.9,19512,"4688","Mike Figgis",6.5,2003,FALSE
"Cold Fish",5.1,115,"6264","Sion Sono",6.5,2010,FALSE
"Cold Fish",7.1,8956,"6264","Sion Sono",6.5,2010,FALSE
"Cold in July",6.8,30186,"3084","Jim Mickle",6.5,2014,FALSE
"Cold Mountain",6.8,5,"510","Anthony Minghella",6,2003,FALSE
"Cold Mountain",7.2,127769,"510","Anthony Minghella",6,2003,FALSE
"Cold Souls",6.5,9029,"6278","Sophie Barthes",7.2,2009,FALSE
"Cold Turkey",6.6,14,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",7.1,23,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",9.7,6,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",7.3,58,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",6.8,1590,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",4.8,9,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",6.6,146,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",7.9,8,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",4.3,173,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",6.6,19,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",8.5,143,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",6.2,5,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",7.8,70,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",9.4,7,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",8.8,888,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",7.7,45,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",8.7,6,"7001","Will Slocombe",4.5,2013,FALSE
"Cold Turkey",5.6,16,"7001","Will Slocombe",4.5,2013,FALSE
"Cold War",7.3,3369,"5203","Pawel Pawlikowski",7.5,2018,FALSE
"Cold War",7.9,271,"5203","Pawel Pawlikowski",7.5,2018,FALSE
"Cold War",8.6,655,"5203","Pawel Pawlikowski",7.5,2018,FALSE
"Cold War",6.5,11,"5203","Pawel Pawlikowski",7.5,2018,FALSE
"Cold War",7.3,6,"5203","Pawel Pawlikowski",7.5,2018,FALSE
"Cold War",7.7,6,"5203","Pawel Pawlikowski",7.5,2018,FALSE
"Cold War",8.8,26,"5203","Pawel Pawlikowski",7.5,2018,FALSE
"Cold War",7.8,68,"5203","Pawel Pawlikowski",7.5,2018,FALSE
"Cold War",8.2,5,"5203","Pawel Pawlikowski",7.5,2018,FALSE
"Cold War",2.6,5,"5203","Pawel Pawlikowski",7.5,2018,FALSE
"Cold War",6.8,306,"5203","Pawel Pawlikowski",7.5,2018,FALSE
"Cold War",6.7,3499,"5203","Pawel Pawlikowski",7.5,2018,FALSE
"Cold War",7.9,15,"5203","Pawel Pawlikowski",7.5,2018,FALSE
"Cold Weather",6.2,2024,"7","Aaron Katz",6.6,2011,FALSE
"Coldwater",6.4,3612,"6911","Vincent Grashaw",5,2014,FALSE
"Coldwater",6.7,1271,"6911","Vincent Grashaw",5,2014,FALSE
"Collaborator",6.1,696,"4358","Martin Donovan",6.5,2012,FALSE
"Collateral",7.2,17,"4569","Michael Mann",5,2004,FALSE
"Collateral",7.5,321036,"4569","Michael Mann",5,2004,FALSE
"Collateral",7.8,192,"4569","Michael Mann",5,2004,FALSE
"Collateral",9.4,711,"4569","Michael Mann",5,2004,FALSE
"Collateral",6.7,6009,"4569","Michael Mann",5,2004,FALSE
"Collateral",8.1,574,"4569","Michael Mann",5,2004,FALSE
"Collateral Beauty",6.8,69016,"1590","David Frankel",4,2016,FALSE
"Collateral Damage",7.9,439,"374","Andrew Davis",4,2002,FALSE
"Collateral Damage",6.6,28,"374","Andrew Davis",4,2002,FALSE
"Collateral Damage",7.6,302,"374","Andrew Davis",4,2002,FALSE
"Collateral Damage",7.2,511,"374","Andrew Davis",4,2002,FALSE
"Collateral Damage",8.2,198,"374","Andrew Davis",4,2002,FALSE
"Collateral Damage",8.1,2018,"374","Andrew Davis",4,2002,FALSE
"Collateral Damage",8,16,"374","Andrew Davis",4,2002,FALSE
"Collateral Damage",8.2,135,"374","Andrew Davis",4,2002,FALSE
"Collateral Damage",5.5,66248,"374","Andrew Davis",4,2002,FALSE
"Collateral Damage",8.2,133,"374","Andrew Davis",4,2002,FALSE
"Collateral Damage",5.8,11,"374","Andrew Davis",4,2002,FALSE
"Collateral Damage",7.9,101,"374","Andrew Davis",4,2002,FALSE
"Collateral Damage",7,8,"374","Andrew Davis",4,2002,FALSE
"Colo",5.9,214,"6590","Teresa Villaverde",7,2017,FALSE
"Colombiana",6.4,83741,"5013","Olivier Megaton",5.5,2011,FALSE
"Colossal",6.2,43639,"4783","Nacho Vigalondo",7,2016,FALSE
"Colossal Youth",7.1,1174,"5218","Pedro Costa",7,2006,FALSE
"Come Back to Me",8.1,392,"5154","Paul Leyden",5.5,2014,FALSE
"Come Back to Me",5.9,4445,"5154","Paul Leyden",5.5,2014,FALSE
"Come Back to Me",6,327,"5154","Paul Leyden",5.5,2014,FALSE
"Come Sunday",5.8,994,"3565","Joshua Marston",5.6,2018,FALSE
"Come Undone",6.7,4457,"6238","Silvio Soldini",7,2010,FALSE
"Come Undone",6.7,4457,"6137","Sebastien Lifshiyz",5,2001,FALSE
"Come Undone",6.1,2162,"6238","Silvio Soldini",7,2010,FALSE
"Come Undone",6.1,2162,"6137","Sebastien Lifshiyz",5,2001,FALSE
"Comedy of Power",6.4,2548,"1285","Claude Chabrol",6,2007,FALSE
"Comet",6.8,15171,"5976","Sam Esmail",6,2014,FALSE
"Coming Soon",4.8,5,"1325","Colette Burson",5.8,2000,FALSE
"Coming Soon",2.9,8,"1325","Colette Burson",5.8,2000,FALSE
"Coming Soon",7.8,43,"1325","Colette Burson",5.8,2000,FALSE
"Coming Soon",6.8,9,"1325","Colette Burson",5.8,2000,FALSE
"Coming Soon",6.1,1994,"1325","Colette Burson",5.8,2000,FALSE
"Coming Soon",5.7,138,"1325","Colette Burson",5.8,2000,FALSE
"Coming Soon",5.1,116,"1325","Colette Burson",5.8,2000,FALSE
"Coming Soon",4.4,1409,"1325","Colette Burson",5.8,2000,FALSE
"Coming Soon",7.6,25622,"1325","Colette Burson",5.8,2000,FALSE
"Coming Soon",7.2,76,"1325","Colette Burson",5.8,2000,FALSE
"Coming Soon",5.3,9,"1325","Colette Burson",5.8,2000,FALSE
"Coming Soon",8.5,46,"1325","Colette Burson",5.8,2000,FALSE
"Committed",8.2,10,"4040","Lisa Krueger",5,2000,FALSE
"Committed",8.2,536,"4040","Lisa Krueger",5,2000,FALSE
"Committed",5.3,256,"4040","Lisa Krueger",5,2000,FALSE
"Committed",7.2,8,"4040","Lisa Krueger",5,2000,FALSE
"Committed",6.7,18,"4040","Lisa Krueger",5,2000,FALSE
"Committed",6.5,292,"4040","Lisa Krueger",5,2000,FALSE
"Committed",5.9,14,"4040","Lisa Krueger",5,2000,FALSE
"Committed",7.4,354,"4040","Lisa Krueger",5,2000,FALSE
"Committed",5.2,3413,"4040","Lisa Krueger",5,2000,FALSE
"Committed",8.1,152,"4040","Lisa Krueger",5,2000,FALSE
"Committed",6.3,365,"4040","Lisa Krueger",5,2000,FALSE
"Committed",6.7,47,"4040","Lisa Krueger",5,2000,FALSE
"Committed",4.9,155,"4040","Lisa Krueger",5,2000,FALSE
"Committed",3.4,20,"4040","Lisa Krueger",5,2000,FALSE
"Committed",8.7,643,"4040","Lisa Krueger",5,2000,FALSE
"Committed",8.4,7,"4040","Lisa Krueger",5,2000,FALSE
"Committed",6.2,707,"4040","Lisa Krueger",5,2000,FALSE
"Company Man",6.8,28437,"5250","Peter Askin",5,2001,FALSE
"Company Man",8,36,"5250","Peter Askin",5,2001,FALSE
"Company Man",8.2,510,"5250","Peter Askin",5,2001,FALSE
"Company Man",8.1,317,"5250","Peter Askin",5,2001,FALSE
"Company Man",7.3,13,"5250","Peter Askin",5,2001,FALSE
"Company Man",5.4,1866,"5250","Peter Askin",5,2001,FALSE
"Compliance",6.4,27474,"1374","Craig Zobel",6.9,2012,FALSE
"Computer Chess",6.3,3861,"369","Andrew Bujalski",7,2013,FALSE
"Conan the Barbarian",5.2,87832,"4251","Marcus Nispel",4,2011,FALSE
"Conan the Barbarian",6.9,123212,"4251","Marcus Nispel",4,2011,FALSE
"Conceiving Ada",4.8,362,"4142","Lynn Hershman Leeson",5.5,1999,FALSE
"Concussion",5.7,3504,"5307","Peter Landesman",6,2015,FALSE
"Concussion",5.7,3504,"6307","Stacie Passon",6.6,2013,FALSE
"Concussion",7.1,71801,"5307","Peter Landesman",6,2015,FALSE
"Concussion",7.1,71801,"6307","Stacie Passon",6.6,2013,FALSE
"Condo Painting",7.1,55,"3309","John McNaughton",6,2000,FALSE
"Confessions of a Dangerous Mind",7.1,76556,"2282","George Clooney",4.5,2003,FALSE
"Confessions of a Shopaholic",5.9,68379,"5419","PJ Hogan",5,2009,FALSE
"Confidence",6.6,14,"2746","James Foley",6,2003,FALSE
"Confidence",5.2,35,"2746","James Foley",6,2003,FALSE
"Confidence",6.4,8,"2746","James Foley",6,2003,FALSE
"Confidence",7.7,452,"2746","James Foley",6,2003,FALSE
"Confidence",8.4,10,"2746","James Foley",6,2003,FALSE
"Confidence",8.4,675,"2746","James Foley",6,2003,FALSE
"Confidence",6,197,"2746","James Foley",6,2003,FALSE
"Confidence",6.4,7,"2746","James Foley",6,2003,FALSE
"Confidence",6.5,52,"2746","James Foley",6,2003,FALSE
"Confidence",7.3,81,"2746","James Foley",6,2003,FALSE
"Confidence",6.7,31690,"2746","James Foley",6,2003,FALSE
"Connected",5.4,191,"6644","Tiffany Shlain",7,2011,FALSE
"Connected",8.8,12,"6644","Tiffany Shlain",7,2011,FALSE
"Connected",6.6,9,"6644","Tiffany Shlain",7,2011,FALSE
"Connected",8.5,6,"6644","Tiffany Shlain",7,2011,FALSE
"Connected",6.7,1639,"6644","Tiffany Shlain",7,2011,FALSE
"Connected",5.7,327,"6644","Tiffany Shlain",7,2011,FALSE
"Connected",8.1,13,"6644","Tiffany Shlain",7,2011,FALSE
"Connected",6.7,10,"6644","Tiffany Shlain",7,2011,FALSE
"Connected",5.9,99,"6644","Tiffany Shlain",7,2011,FALSE
"Connected",6.2,187,"6644","Tiffany Shlain",7,2011,FALSE
"Connected",7,100,"6644","Tiffany Shlain",7,2011,FALSE
"Connected",7.8,11,"6644","Tiffany Shlain",7,2011,FALSE
"Connected",7.2,8,"6644","Tiffany Shlain",7,2011,FALSE
"Connected",8.2,47,"6644","Tiffany Shlain",7,2011,FALSE
"Connie and Carla",6.3,7314,"4563","Michael Lembeck",5,2004,FALSE
"Conspiracy of Silence",7.8,16,"3251","John Deery",5,2004,FALSE
"Conspiracy of Silence",7.8,24,"3251","John Deery",5,2004,FALSE
"Conspiracy of Silence",6.9,46,"3251","John Deery",5,2004,FALSE
"Conspiracy of Silence",6.8,46,"3251","John Deery",5,2004,FALSE
"Conspiracy of Silence",6.8,1789,"3251","John Deery",5,2004,FALSE
"Conspiracy of Silence",4.6,5,"3251","John Deery",5,2004,FALSE
"Conspiracy of Silence",8.1,192,"3251","John Deery",5,2004,FALSE
"Conspiracy of Silence",6.6,334,"3251","John Deery",5,2004,FALSE
"Constantine",8.3,823,"2110","Francis Lawrence",5,2005,FALSE
"Constantine",7,262718,"2110","Francis Lawrence",5,2005,FALSE
"Constantine",7.4,73,"2110","Francis Lawrence",5,2005,FALSE
"Constantine",7.6,43075,"2110","Francis Lawrence",5,2005,FALSE
"Constantine",7.6,5,"2110","Francis Lawrence",5,2005,FALSE
"Constantine",7.4,230,"2110","Francis Lawrence",5,2005,FALSE
"Constantine's Sword",7.1,790,"5021","Oren Jacoby",6,2008,FALSE
"Contact",7.4,225270,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",7.9,147,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",7.9,16,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",6.9,12,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",5.3,43,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",5.2,12,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",5.6,195,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",9,38,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",8.5,431,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",5.9,21,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",8.1,272,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",8.6,38,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",7.3,182,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",6.2,14,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",9,7,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",6.3,651,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",8.9,10,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",7.2,26,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",7.9,451171,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",7.4,22,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contact",7.1,384,"5791","Robert Zemeckis",5.8,1998,FALSE
"Contagion",7.7,1564,"6432","Steven Soderbergh",6.5,2011,FALSE
"Contagion",6.6,194451,"6432","Steven Soderbergh",6.5,2011,FALSE
"Contagion",5,1702,"6432","Steven Soderbergh",6.5,2011,FALSE
"Contagion",4,601,"6432","Steven Soderbergh",6.5,2011,FALSE
"Contagion",4.8,145,"6432","Steven Soderbergh",6.5,2011,FALSE
"Contagion",4.8,985,"6432","Steven Soderbergh",6.5,2011,FALSE
"Contagion",4.7,151,"6432","Steven Soderbergh",6.5,2011,FALSE
"Contraband",6.5,108166,"631","Baltasar Kormakur",6.5,2012,FALSE
"Contraband",7.3,6,"631","Baltasar Kormakur",6.5,2012,FALSE
"Contraband",6.8,254,"631","Baltasar Kormakur",6.5,2012,FALSE
"Contraband",5.7,27,"631","Baltasar Kormakur",6.5,2012,FALSE
"Contraband",5.9,9,"631","Baltasar Kormakur",6.5,2012,FALSE
"Contraband",4.7,6,"631","Baltasar Kormakur",6.5,2012,FALSE
"Contraband",6.5,1351,"631","Baltasar Kormakur",6.5,2012,FALSE
"Contraband",5.9,12,"631","Baltasar Kormakur",6.5,2012,FALSE
"Contraband",7.1,873,"631","Baltasar Kormakur",6.5,2012,FALSE
"Contraband",5.2,68,"631","Baltasar Kormakur",6.5,2012,FALSE
"Contraband",6.8,5,"631","Baltasar Kormakur",6.5,2012,FALSE
"Contraband",3.8,10,"631","Baltasar Kormakur",6.5,2012,FALSE
"Contracted",5.3,12609,"1979","Eric England",6,2013,FALSE
"Contracted",7.7,31,"1979","Eric England",6,2013,FALSE
"Control",7.6,43,"528","Anton Corbijn",5,2007,FALSE
"Control",8.4,8,"528","Anton Corbijn",5,2007,FALSE
"Control",8.3,264,"528","Anton Corbijn",5,2007,FALSE
"Control",8.2,472,"528","Anton Corbijn",5,2007,FALSE
"Control",8.2,25,"528","Anton Corbijn",5,2007,FALSE
"Control",4.1,170,"528","Anton Corbijn",5,2007,FALSE
"Control",6.3,511,"528","Anton Corbijn",5,2007,FALSE
"Control",7.1,19,"528","Anton Corbijn",5,2007,FALSE
"Control",8.1,10,"528","Anton Corbijn",5,2007,FALSE
"Control",6.8,146,"528","Anton Corbijn",5,2007,FALSE
"Control",6.4,208,"528","Anton Corbijn",5,2007,FALSE
"Control",5.4,12,"528","Anton Corbijn",5,2007,FALSE
"Control",4.2,136,"528","Anton Corbijn",5,2007,FALSE
"Control",8.1,8,"528","Anton Corbijn",5,2007,FALSE
"Control",6.8,299,"528","Anton Corbijn",5,2007,FALSE
"Control",6.2,6649,"528","Anton Corbijn",5,2007,FALSE
"Control",7.7,21942,"528","Anton Corbijn",5,2007,FALSE
"Control",7.7,55783,"528","Anton Corbijn",5,2007,FALSE
"Control",6,191,"528","Anton Corbijn",5,2007,FALSE
"Control",8.5,22,"528","Anton Corbijn",5,2007,FALSE
"Control",7.5,776,"528","Anton Corbijn",5,2007,FALSE
"Control",8.8,1908,"528","Anton Corbijn",5,2007,FALSE
"Control",7.4,64,"528","Anton Corbijn",5,2007,FALSE
"Control",3,5,"528","Anton Corbijn",5,2007,FALSE
"Control",5.7,18,"528","Anton Corbijn",5,2007,FALSE
"Control",8,80,"528","Anton Corbijn",5,2007,FALSE
"Controlled Chaos",7.4,31,"7176","zita Zendel",5,2003,FALSE
"Conviction",5.8,23,"6800","Tony Goldwyn",5,2010,FALSE
"Conviction",6.5,285,"6800","Tony Goldwyn",5,2010,FALSE
"Conviction",7.7,13,"6800","Tony Goldwyn",5,2010,FALSE
"Conviction",7.3,6233,"6800","Tony Goldwyn",5,2010,FALSE
"Conviction",7.1,828,"6800","Tony Goldwyn",5,2010,FALSE
"Conviction",8.4,803,"6800","Tony Goldwyn",5,2010,FALSE
"Conviction",6,3312,"6800","Tony Goldwyn",5,2010,FALSE
"Conviction",6.9,137,"6800","Tony Goldwyn",5,2010,FALSE
"Conviction",6.3,28,"6800","Tony Goldwyn",5,2010,FALSE
"Conviction",6.4,7,"6800","Tony Goldwyn",5,2010,FALSE
"Conviction",8.1,7,"6800","Tony Goldwyn",5,2010,FALSE
"Conviction",7.2,38408,"6800","Tony Goldwyn",5,2010,FALSE
"Cook County",6.7,481,"1661","David Pomes",6,2011,FALSE
"Cookie's Fortune",6.9,11686,"5709","Robert Altman",6.9,1999,FALSE
"Cop Car",6.3,25509,"3423","Jon Watts",6.4,2015,FALSE
"Cop Out",5.6,79482,"3791","Kevin Smith",5,2010,FALSE
"Cop Out",8.7,30,"3791","Kevin Smith",5,2010,FALSE
"Cop Out",5.4,18,"3791","Kevin Smith",5,2010,FALSE
"Copenhagen",6.7,23,"4318","Mark Raso",6.6,2014,FALSE
"Copenhagen",7.2,10714,"4318","Mark Raso",6.6,2014,FALSE
"Copenhagen",6.3,19,"4318","Mark Raso",6.6,2014,FALSE
"Copenhagen",7.5,683,"4318","Mark Raso",6.6,2014,FALSE
"Coraline",7.6,550,"2547","Henry Selick",7,2009,FALSE
"Coraline",7.7,169222,"2547","Henry Selick",7,2009,FALSE
"Coriolanus",7.4,90,"5483","Ralph Fiennes",6,2011,FALSE
"Coriolanus",5.2,6,"5483","Ralph Fiennes",6,2011,FALSE
"Coriolanus",6.2,28846,"5483","Ralph Fiennes",6,2011,FALSE
"Coriolanus",6.8,10,"5483","Ralph Fiennes",6,2011,FALSE
"Coriolanus",8.8,1214,"5483","Ralph Fiennes",6,2011,FALSE
"Coriolanus",6.7,72,"5483","Ralph Fiennes",6,2011,FALSE
"Corky Romano",4.7,11492,"5689","Rob Pritts",4,2001,FALSE
"Corpse Bride",8,8,"6653","Tim Burton",6,2005,FALSE
"Corpse Bride",7.4,212964,"6653","Tim Burton",6,2005,FALSE
"Cosmopolis",5,40540,"1563","David Cronenberg",6.2,2012,FALSE
"Country Strong",6.3,15804,"6167","Shana Feste",6,2011,FALSE
"Couples Retreat",5.5,90597,"5262","Peter Billingsley",4,2009,FALSE
"Courting Condi",7.4,34,"6127","Sebastian Doggart",7.1,2008,FALSE
"Cowards Bend the Knee",7.1,1159,"2453","Guy Maddin",7,2004,FALSE
"Cowboys & Aliens",6,188794,"3402","Jon Favreau",6,2011,FALSE
"Cowboys and Angels",6.4,437,"2408","Gregory Haynes",5,2004,FALSE
"Coyote Ugly",7.9,89,"1649","David McNall",4,2000,FALSE
"Coyote Ugly",5.6,97619,"1649","David McNall",4,2000,FALSE
"CQ",6.3,4318,"5870","Roman Coppola",6,2002,FALSE
"Cracks",6.6,183,"3500","Jordan Scott",6.7,2009,FALSE
"Cracks",9,11,"3500","Jordan Scott",6.7,2009,FALSE
"Cracks",6.7,17309,"3500","Jordan Scott",6.7,2009,FALSE
"Cracks",8.2,5,"3500","Jordan Scott",6.7,2009,FALSE
"Cradle 2 the Grave",5.8,37791,"418","Andrzej Bartkowiak",4.5,2003,FALSE
"Cradle Will Rock",6.9,8345,"6670","Tim Robbins",6.7,1999,FALSE
"Crash",7.2,5,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",6.4,5,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",7.8,388862,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",7.6,40,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",5.4,295,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",7.3,6,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",6.4,46001,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",5.7,384,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",4.6,218,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",8.4,41,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",7.7,484,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",9.4,5,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",6.1,12,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",6.2,13,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",7.3,158,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",6.8,36,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",5.7,244,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",6.6,9,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",8.1,27,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",7.4,173,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",7.9,9,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",7.8,125,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",6.8,1382,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",8.7,73,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",7.2,23,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",6.2,291,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",7.6,39,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",7.7,43,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",5.6,173,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",8.6,50,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",4.7,107,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",7.9,38,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",4.4,42,"5145","Paul Haggis",5.5,2005,FALSE
"Crash",7.5,52,"5145","Paul Haggis",5.5,2005,FALSE
"Crazy as Hell",6.1,899,"2009","Eriq La Salle",6.8,2002,FALSE
"Crazy Eyes",4,485,"81","Adam Sherman",5,2012,FALSE
"Crazy Heart",5.9,22,"6071","Scott Cooper",6.5,2009,FALSE
"Crazy Heart",7.3,75984,"6071","Scott Cooper",6.5,2009,FALSE
"Crazy Like a Fox",5.7,123,"5626","Richard Squires",6,2006,FALSE
"Crazy Like a Fox",6.8,13,"5626","Richard Squires",6,2006,FALSE
"Crazy Like a Fox",7.5,10,"5626","Richard Squires",6,2006,FALSE
"Crazy Like a Fox",6.6,205,"5626","Richard Squires",6,2006,FALSE
"Crazy Like a Fox",7.1,427,"5626","Richard Squires",6,2006,FALSE
"Creation",8.2,132,"3391","Jon Amiel",5,2010,FALSE
"Creation",7.2,40,"3391","Jon Amiel",5,2010,FALSE
"Creation",6.2,5,"3391","Jon Amiel",5,2010,FALSE
"Creation",8.9,8,"3391","Jon Amiel",5,2010,FALSE
"Creation",6.2,13,"3391","Jon Amiel",5,2010,FALSE
"Creation",6.7,12580,"3391","Jon Amiel",5,2010,FALSE
"Creation",7.1,19,"3391","Jon Amiel",5,2010,FALSE
"Creation",7.4,37,"3391","Jon Amiel",5,2010,FALSE
"Creative Control",5.4,1861,"719","Benjamin Dickinson",5.3,2016,FALSE
"Creed",7.6,196432,"5948","Ryan Coogler",5.6,2015,FALSE
"Creed",8.6,7,"5948","Ryan Coogler",5.6,2015,FALSE
"Creed",6.7,6,"5948","Ryan Coogler",5.6,2015,FALSE
"Cremaster 2",6.7,772,"4426","Matthew Barney",6.9,1999,FALSE
"Crime and Punishment in Suburbia",5.9,2812,"5699","Rob Schmidt",4,2000,FALSE
