"","director","name","score","year","foreign"
"4434","Matthew Levin","The Boy Who Cried Nitch",4,2007,FALSE
"4435","Matthew Lillard","Fat Kid Rules the World",4.5,2012,FALSE
"4436","Matthew McConaughey","The Lincoln Lawyer",5.8,2011,FALSE
"4437","Matthew Newton","From Nowhere",6.7,2017,FALSE
"4438","Matthew Parkhill","Dot the i",6,2005,FALSE
"4439","Matthew Perkins","The Little Tin Man",5.6,2014,FALSE
"4440","Matthew Porterfield","Hamilton",6,2006,FALSE
"4441","Matthew Ross","Frank & Lola",4,2016,FALSE
"4442","Matthew Ryan Hoge","The United States of Leland",7.5,2003,FALSE
"4443","Matthew Saville","Felony",6,2014,FALSE
"4444","Matthew Tabak","Auggie Rose",5,2001,FALSE
"4445","Matthew Vaughn","Kick-Ass",6,2010,FALSE
"4446","Matthew Vaughn","Kingsman - The Golden Circle",4,2017,FALSE
"4447","Matthew Vaughn","Kingsman - The Secret Service",5.3,2015,FALSE
"4448","Matthew Vaughn","Layer Cake",6,2005,FALSE
"4449","Matthew Vaughn","Stardust",6.5,2007,FALSE
"4450","Matthew Warchus","Pride",6.8,2014,FALSE
"4451","Matthew Warchus","Simpatico",5.9,2000,FALSE
"4452","Matthew Weiner","Are You Here",6,2014,FALSE
"4453","Matthias Schweighoefer","What a Man",6.2,2012,FALSE
"4454","Matthieu Delaporte and Alexandre de la Patelliere","What's in a Name?",6,2013,FALSE
"4455","Maureen Foley","Home Before Dark",5,1998,FALSE
"4456","Max Faerberboeck","Aimee And Jaguar",6.4,2000,FALSE
"4457","Max Farberbock","A Woman in Berlin",6.5,2009,FALSE
"4458","Max Lucado","The Christmas Candle",4,2013,FALSE
"4459","Max Nichols","Two Night Stand",5.5,2014,FALSE
"4460","Max Winkler","Ceremony",4,2011,FALSE
"4461","Max Winkler","Flower",6,2018,FALSE
"4462","Maxime Giroux","Felix and Meira",6,2015,FALSE
"4463","Maya Forbes","Infinitely Polar Bear",5.5,2015,FALSE
"4464","Maya Kenig","Off White Lies",6,2012,FALSE
"4465","Maysaloun Hamoud","In Between",7,2017,FALSE
"4466","McG","3 Days to Kill",4.5,2014,FALSE
"4467","McG","Charlie's Angels",6,2000,FALSE
"4468","McG","Terminator Salvation",3.5,2009,FALSE
"4469","McG","This Means War",6.2,2012,FALSE
"4470","McG: Charlie's Angels","Full Throttle",4,2003,FALSE
"4471","Meera Menon","Equity",7,2016,FALSE
"4472","Megan Griffiths","Eden",4.8,2013,FALSE
"4473","Megan Griffiths","Lucky Them",4.5,2014,FALSE
"4474","Meiert Avis","Undiscovered",4,2005,FALSE
"4475","Mel Damski","Legendary",5.5,2010,FALSE
"4476","Mel Gibson","Apocalypto",6,2006,FALSE
"4477","Mel Gibson","Hacksaw Ridge",6.6,2016,FALSE
"4478","Mel Gibson","The Passion of the Christ",6.9,2004,FALSE
"4479","Melissa Painter","Steal Me",6,2005,FALSE
"4480","Melissa Painter","Wildflowers",6.2,2000,FALSE
"4481","Melvin Van Peebles","Confessions of a Ex-Doofus-Itchy Footed Mutha",6,2009,FALSE
"4482","Mennan Yapo","Premonition",5,2007,FALSE
"4483","Menno Meyjes","Martian Child",4.5,2007,FALSE
"4484","Meredith Cole","Achilles' Love",6.3,2000,FALSE
"4485","Mia Hansen","Eden",7,2015,FALSE
"4486","Mia Hansen-Love"," Things to Come",6.9,2016,TRUE
"4487","Mia Hansen-Love","Goodbye First Love",6.6,2012,FALSE
"4488","Mia Hansen-Love","The Father of My Children",7.2,2009,FALSE
"4489","Michael Aimette and John Hofmann","Turning Green",6.6,2009,FALSE
"4490","Michael Almereyda","Experimenter",7,2015,FALSE
"4491","Michael Almereyda","Hamlet",6.7,2000,FALSE
"4492","Michael Almereyda","Happy Here and Now",6,2005,FALSE
"4493","Michael Almereyda","Marjorie Prime",6.8,2017,FALSE
"4494","Michael Apted","Amazing Grace",6,2007,FALSE
"4495","Michael Apted","Enigma",5,2002,FALSE
"4496","Michael Apted","Enough",6,2002,FALSE
"4497","Michael Apted","Me And Isaac Newton",5.5,2000,FALSE
"4498","Michael Apted","The World Is Not Enough",5.6,1999,FALSE
"4499","Michael Apted","Unlocked",6,2017,FALSE
"4500","MIchael Apted","42 Up",5.8,1999,FALSE
"4501","Michael Arias","Tekkonkinkreet",6.5,2007,FALSE
"4502","Michael Bassett","Solomon Kane",4.5,2012,FALSE
"4503","Michael Bay","13 Hours",5.7,2016,FALSE
"4504","Michael Bay","Armageddon",6.2,1998,FALSE
"4505","Michael Bay","Bad Boys II",4,2003,FALSE
"4506","Michael Bay","Pain & Gain",6,2013,FALSE
"4507","Michael Bay","Pearl Harbor",5.5,2001,FALSE
"4508","Michael Bay","The Island",6.5,2005,FALSE
"4509","Michael Bay","Transformers",4.5,2007,FALSE
"4510","Michael Bay","Transformers - Age of Extinction",6.2,2014,FALSE
"4511","Michael Bay","Transformers - Dark of the Moon",6.5,2011,FALSE
"4512","Michael Bay","Transformers - The Last Knight",4.4,2017,FALSE
"4513","Michael Bay: Transformers","Revenge of the Fallen",6,2009,FALSE
"4514","Michael Berry","Frontera",5.5,2014,FALSE
"4515","Michael Bilandic","Hellaware",5.5,2014,FALSE
"4516","Michael Cacoyannis","The Cherry Orchard",6,2002,FALSE
"4517","Michael Caleo","The Last Time",4,2007,FALSE
"4518","Michael Caton-Jones","Basic Instinct 2",4,2006,FALSE
"4519","Michael Caton-Jones","City by the Sea",6,2002,FALSE
"4520","Michael Connors","Allegiance",6,2012,FALSE
"4521","Michael Corrente","Brooklyn Rules",5,2007,FALSE
"4522","Michael Cristofer","Body Shots",5.4,1999,FALSE
"4523","Michael Cristofer","Original Sin",6,2000,FALSE
"4524","Michael Cuesta","12 and Holding",7,2006,FALSE
"4525","Michael Cuesta","American Assassin",5,2017,FALSE
"4526","Michael Cuesta","Kill the Messenger",5,2014,FALSE
"4527","Michael Cuesta","L.I.E.",6,2001,FALSE
"4528","Michael Cuesta","LIE",6.5,2001,FALSE
"4529","Michael Cuesta","Roadie",5,2011,FALSE
"4530","Michael Davis","Shoot 'Em Up",3,2007,FALSE
"4531","Michael Dinner","The Crew",6.3,2000,FALSE
"4532","Michael Dougherty","Krampus",5,2015,FALSE
"4533","Michael Dowse","Take Me Home Tonight",5.5,2011,FALSE
"4534","Michael Dowse","The F Word",7,2013,FALSE
"4535","Michael Dowse","What If",4,2014,FALSE
"4536","Michael Dudok de Wit","The Red Turtle",6.4,2017,FALSE
"4537","Michael Gingold: Shadow","Dead Riot",6,2006,FALSE
"4538","Michael Gracey","The Greatest Showman",5.7,2017,FALSE
"4539","Michael Grandage","Genius",6,2016,FALSE
"4540","Michael Haneke"," Code Unknown",7,2001,TRUE
"4541","Michael Haneke"," Hidden",8,2005,TRUE
"4542","Michael Haneke"," Time of the Wolf",6.9,2003,TRUE
"4543","Michael Haneke","Amour",6.6,2012,FALSE
"4544","Michael Haneke","Funny Games",7,1998,FALSE
"4545","Michael Haneke","Happy End",7.5,2017,FALSE
"4546","Michael Haneke","La Pianiste",7,2001,FALSE
"4547","Michael Haneke","The White Ribbon",7.3,2009,FALSE
"4548","Michael Hoffman","Game 6",5,2006,FALSE
"4549","Michael Hoffman","The Best of Me",4.2,2014,FALSE
"4550","Michael Hoffman","The Emperor's Club",6,2002,FALSE
"4551","Michael Hoffman","The Last Station",5.5,2009,FALSE
"4552","Michael Johnson","All the Wilderness",5.2,2015,FALSE
"4553","Michael Kalesniko","How To Kill Your Neighbor's dog",5,2002,FALSE
"4554","Michael Katleman","Primeval",4.9,2007,FALSE
"4555","Michael Keaton","The Merry Gentleman",7,2008,FALSE
"4556","Michael King","Sex and the City",3.5,2008,FALSE
"4557","Michael Knowles","The Trouble With Bliss",6,2012,FALSE
"4558","Michael Landon","The Last Sin Eater",5,2007,FALSE
"4559","Michael Lange","Intern",4,2000,FALSE
"4560","Michael Lehmann","40 Days And 40 Nights",5,2002,FALSE
"4561","Michael Lehmann","Because I Said So",5.5,2007,FALSE
"4562","Michael Lehmann","My Giant",5.6,1998,FALSE
"4563","Michael Lembeck","Connie and Carla",5,2004,FALSE
"4564","Michael Lembeck","Tooth Fairy",5,2010,FALSE
"4565","Michael Mahonen","Sandstorm",6,2009,FALSE
"4566","Michael Mailer","Blind",4.5,2017,FALSE
"4567","Michael Mann","Ali",6,2001,FALSE
"4568","Michael Mann","Blackhat",7,2015,FALSE
"4569","Michael Mann","Collateral",5,2004,FALSE
"4570","Michael Mann","Miami Vice",6,2006,FALSE
"4571","Michael Mann","Public Enemies",7,2009,FALSE
"4572","Michael Mann","The Insider",7,1999,FALSE
"4573","Michael Maren","A Short History of Decay",6.5,2014,FALSE
"4574","Michael Mayer","A Home at the End of the World",6,2004,FALSE
"4575","Michael Mayer","The Seagull",6,2018,FALSE
"4576","Michael McCullers","Baby Mama",5.5,2008,FALSE
"4577","Michael McGowan","Still Mine",6.5,2013,FALSE
"4578","Michael Medeiros","Tiger Lily Road",4.3,2014,FALSE
"4579","Michael Meredith","Three Days of Rain",6.3,2005,FALSE
"4580","Michael Mohan","Save the Date",5,2012,FALSE
"4581","Michael Moore","Bowling for Columbine",7,2002,FALSE
"4582","Michael Moore","Sicko",6,2007,FALSE
"4583","Michael O'Shea","The Transfiguration",6.9,2016,FALSE
"4584","Michael Patrick Jann","Drop Dead Gorgeous",4.5,1999,FALSE
"4585","Michael Patrick King","Sex and the City 2",3.5,2010,FALSE
"4586","Michael Pearce","Beast",7,2018,FALSE
"4587","Michael Petroni","Till Human Voices Wake Us",6,2003,FALSE
"4588","Michael Phelan","Into the Fire",6,2005,FALSE
"4589","Michael Polish","Big Sur",5,2013,FALSE
"4590","Michael Polish","Jackpot",6,2001,FALSE
"4591","Michael Polish","The Astronaut Farmer",6.5,2007,FALSE
"4592","Michael Polish","Twin Falls Idaho",6.3,1999,FALSE
"4593","Michael Radford","B. Monkey",5.5,1999,FALSE
"4594","Michael Radford","Dancing At the Blue Iguana",6,2001,FALSE
"4595","Michael Radford","Elsa & Fred",6,2014,FALSE
"4596","Michael Radford","Flawless",6,2008,FALSE
"4597","Michael Radford","The Merchant of Venice",5,2004,FALSE
"4598","Michael Radford","The Music of Silence",6,2018,FALSE
"4599","Michael Ritchie","The Fantastics",5.5,2000,FALSE
"4600","Michael Roskam"," Bullhead",6.3,2012,TRUE
"4601","Michael Roskam","The Drop",6.8,2014,FALSE
"4602","Michael Rowe","Leap Year",7,2010,FALSE
"4603","Michael Rymer","Queen Of The Damned",5,2002,FALSE
"4604","Michael Sajbel","The Ultimate Gift",5,2007,FALSE
"4605","Michael Schroeder","Man In The Chair",5,2007,FALSE
"4606","Michael Sergio","Under Hellgate Bridge",5,2001,FALSE
"4607","Michael Showalter","Hello My Name Is Doris",6.4,2016,FALSE
"4608","Michael Showalter","The Baxter",4,2005,FALSE
"4609","Michael Showalter","The Big Sick",6.9,2017,FALSE
"4610","Michael Snow","Corpus Callosum",6,2002,FALSE
"4611","Michael Spierig & Peter Spierig","Winchester",4,2018,FALSE
"4612","Michael Sturminger","The Whore's Son",5.5,2006,FALSE
"4613","Michael Sucsy","Every Day",6.7,2018,FALSE
"4614","Michael Sucsy","The Vow",5,2012,FALSE
"4615","Michael Thelin","Emilie",6.5,2016,FALSE
"4616","Michael Walker","Price Check",6,2012,FALSE
"4617","Michael Walker","The Maid's Room",6,2014,FALSE
"4618","Michael Weithorn","A Little Help",6,2011,FALSE
"4619","Michael Winterbottom","24-Hour Party People",6.5,2002,FALSE
"4620","Michael Winterbottom","9 Songs",6,2005,FALSE
"4621","Michael Winterbottom","A Mighty Heart",6.7,2007,FALSE
"4622","Michael Winterbottom","Code 46",6.8,2004,FALSE
"4623","Michael Winterbottom","Everyday",5,2013,FALSE
"4624","Michael Winterbottom","In This World",6.5,2003,FALSE
"4625","Michael Winterbottom","The Claim",6.8,2001,FALSE
"4626","Michael Winterbottom","The Face of an Angel",4.5,2015,FALSE
"4627","Michael Winterbottom","The Look of Love",5,2013,FALSE
"4628","Michael Winterbottom","The Trip",6.8,2010,FALSE
"4629","Michael Winterbottom","Trishna",6.5,2012,FALSE
"4630","Michael Winterbottom","Tristram Shandy",6,2006,FALSE
"4631","Michael Winterbottom","Wonderland",7,2000,FALSE
"4632","Michael Winterbottom and Mat Whitecross","The Road to Guantanamo",6,2006,FALSE
"4633","Michel Deville","Almost Peaceful",6.5,2002,FALSE
"4634","Michel Franco","Chronic",7.1,2015,FALSE
"4635","Michel Gondry","Be Kind Rewind",7,2008,FALSE
"4636","Michel Gondry","Dave Chappelle's Block Party",6,2006,FALSE
"4637","Michel Gondry","Eternal Sunshine of the Spotless Mind",7.8,2004,FALSE
"4638","Michel Gondry","Human Nature",5,2002,FALSE
"4639","Michel Gondry","Microbe and Gasoline",6.5,2016,FALSE
"4640","Michel Gondry","Mood Indigo",6,2014,FALSE
"4641","Michel Gondry","The Green Hornet",6,2011,FALSE
"4642","Michel Gondry","The Science of Sleep",7.2,2006,FALSE
"4643","Michel Gondry","The Thorn in the Heart",6.5,2010,FALSE
"4644","Michel Gondry","The We and the I",6,2013,FALSE
"4645","Michel Hazanavicius","Godard Mon Amour",6.7,2018,FALSE
"4646","Michel Hazanavicius","The Artist",7,2011,FALSE
"4647","Michel Leclerc","The Names of Love",6.2,2010,FALSE
"4648","Michel Scott","The Horse Boy",6,2009,FALSE
"4649","Michelange Quay","Eat, for This Is My Body",7.2,2008,FALSE
"4650","Michelangelo Frammartino","Le Quattro Volte",7.2,2010,FALSE
"4651","Michele Josue","Matt Shepard Is a Friend of Mine",6,2015,FALSE
"4652","Michele Maher","Garmento",5,2003,FALSE
"4653","Mick Davis","Modigliani",5,2005,FALSE
"4654","Mick Jackson","Denial",6,2016,FALSE
"4655","Miguel Albaladejo","Bear Cub",6,2004,FALSE
"4656","Miguel Angel Vivas","Kidnapped",6,2011,FALSE
"4657","Miguel Arteta","Alexander and the Terrible Horrible No Good Very Bad Day",4.5,2014,FALSE
"4658","Miguel Arteta","Beatriz at Dinner",7,2017,FALSE
"4659","Miguel Arteta","Cedar Rapids",6.9,2011,FALSE
"4660","Miguel Arteta","Chuck And Buck",7.1,2000,FALSE
"4661","Miguel Arteta","Duck Butter",6.2,2018,FALSE
"4662","Miguel Arteta","The Good Girl",6.5,2002,FALSE
"4663","Miguel Arteta","Youth In Revolt",6,2010,FALSE
"4664","Miguel Gomes","Arabian Nights",7.7,2015,FALSE
"4665","Miguel Gomes","Our Beloved Month of August",7,2010,FALSE
"4666","Miguel Gomes","Tabu",7.3,2012,FALSE
"4667","Miguel Sapochnik","Repo Men",6.8,2010,FALSE
"4668","Mikael Buch","Let My People Go",4,2012,FALSE
"4669","Mikael Hafstrom","1408",6,2007,FALSE
"4670","Mikael Hafstrom","Escape Plan",5,2013,FALSE
"4671","Mikael Hafstrom","Evil",6.5,2006,FALSE
"4672","Mikael Hafstrom","The Rite",6.2,2011,FALSE
"4673","Mike Akel","Chalk",6,2007,FALSE
"4674","Mike Aransky","Everything Moves ALone",6.5,2001,FALSE
"4675","Mike Barker","A Good Woman",4,2006,FALSE
"4676","Mike Barker","Best Laid Plans",6.1,1999,FALSE
"4677","Mike Bigelow: Deuce Bigalow","European Gigolo",4,2005,FALSE
"4678","Mike Binder","Black or White",5,2015,FALSE
"4679","Mike Binder","Reign Over Me",5.8,2007,FALSE
"4680","Mike Binder","The Upside of Anger",4.5,2005,FALSE
"4681","Mike Birbiglia","Don't Think Twice",5.5,2016,FALSE
"4682","Mike Birbiglia","Sleepwalk With Me",5.5,2012,FALSE
"4683","Mike Brett and Steve Jamison","Next Goal Wins",6,2014,FALSE
"4684","Mike Cahill","Another Earth",7.1,2011,FALSE
"4685","Mike Cahill","I Origins",6,2014,FALSE
"4686","Mike Cahill","King of California",7,2007,FALSE
"4687","Mike Disa","Postman Pat - The Movie",5,2014,FALSE
"4688","Mike Figgis","Cold Creek Manor",6.5,2003,FALSE
"4689","Mike Figgis","Hotel",7.1,2001,FALSE
"4690","Mike Figgis","Miss Julie",5,1999,FALSE
"4691","Mike Figgis","The Loss Of Sexual Innocence",7,1999,FALSE
"4692","Mike Figgis","Time Code",7.4,2000,FALSE
"4693","Mike Flanagan","Oculus",6,2014,FALSE
"4694","Mike Goldbach","Daydream Nation",7,2010,FALSE
"4695","Mike Hodges","Croupier",7,2000,FALSE
"4696","Mike Hodges","I'll Sleep When I'm Dead",6.5,2004,FALSE
"4697","Mike Judge","Extract",4.5,2009,FALSE
"4698","Mike Judge","Office Space",6.7,1999,FALSE
"4699","Mike Leigh","All or Nothing",6.5,2002,FALSE
"4700","Mike Leigh","Another  Year",7,2010,FALSE
"4701","Mike Leigh","Happy-Go-Lucky",7.2,2008,FALSE
"4702","Mike Leigh","Mr Turner",6.5,2014,FALSE
"4703","Mike Leigh","Topsy Turvy",7,1999,FALSE
"4704","Mike Leigh","Vera Drake",7.1,2004,FALSE
"4705","Mike McCoy and Scott Waugh","Act of Valor",4,2012,FALSE
"4706","Mike Mills","20th Century Women",7,2016,FALSE
"4707","Mike Mills","Beginners",7.1,2010,FALSE
"4708","Mike Mills","Thumbsucker",6,2005,FALSE
"4709","Mike Mitchell","Alvin and the Chipmunks - Chipwrecked",4,2011,FALSE
"4710","Mike Mitchell","Deuce Bigalow Male Gigolo",4.4,1999,FALSE
"4711","Mike Mitchell","Shrek Forever After",6,2010,FALSE
"4712","Mike Mitchell","Surviving Christmas",4,2004,FALSE
"4713","Mike Mitchell","Trolls",5,2016,FALSE
"4714","Mike Newell","Harry Potter and the Goblet of Fire",4.5,2005,FALSE
"4715","Mike Newell","Love in the Time of Cholera",4,2007,FALSE
"4716","Mike Newell","Mona Lisa Smile",6.5,2003,FALSE
"4717","Mike Newell","Pushing Tin",5.6,1999,FALSE
"4718","Mike Newell: Prince of Persia","The Sands of Time",5,2010,FALSE
"4719","Mike Nichols","Charlie Wilson's War",6,2007,FALSE
"4720","Mike Nichols","Closer",5,2004,FALSE
"4721","Mike Nichols","Primary Colors",6.1,1998,FALSE
"4722","Mike Nichols","What Planet Are You From",5.3,2000,FALSE
"4723","Mike Pavone","That's What I Am",6,2011,FALSE
"4724","Mike Tollin","Radio",4.5,2003,FALSE
"4725","Mike Tollin","Summer Catch",3.5,2001,FALSE
"4726","Mike Van Diem","Character",5.9,1998,FALSE
"4727","Mike White","Brad's Status",6,2017,FALSE
"4728","Mike White","Year of the Dog",6.5,2007,FALSE
"4729","Milcho Manchevski","Dust",6.9,2001,FALSE
"4730","Milcho Manchevski","Shadows",7,2007,FALSE
"4731","Miles Doleac","The Historian",6.3,2014,FALSE
"4732","Miles Swain","The Trip",5,2003,FALSE
"4733","Milos Forman","Goya's Ghosts",5,2007,FALSE
"4734","Milos Forman","Man On The Moon",6.9,1999,FALSE
"4735","Mimi Leder","Deep Impact",5,1998,FALSE
"4736","Mimi Leder","Pay it Forward",5.6,2000,FALSE
"4737","Mina Shum","Long Life, Happiness and Prosperity",4.5,2003,FALSE
"4738","Ming-liang Tsai"," The Wayward Cloud",6.6,2005,TRUE
"4739","Ming-liang Tsai","Afternoon",7.2,2015,FALSE
"4740","Ming-Liang Tsai"," Face (2009)",6.2,2009,TRUE
"4741","Ming-Liang Tsai"," I Don't Want to Sleep Alone",7.2,2006,TRUE
"4742","Ming-Liang Tsai"," Stray Dogs",6.1,2013,TRUE
"4743","Minh Nguyen-Vo","Buffalo Boy",6.5,2005,FALSE
"4744","Minoru Kawasaki","The Calamari Wrestler",6,2005,FALSE
"4745","Minos Papas","""Shutterbug",6,2010,FALSE
"4746","Mira Nair","Amelia",5,2009,FALSE
"4747","Mira Nair","Monsoon Wedding",7,2001,FALSE
"4748","Mira Nair","Queen of Katwe",7,2016,FALSE
"4749","Mira Nair","The Namesake",6.7,2007,FALSE
"4750","Mira Nair","The Reluctant Fundamentalist",6.6,2013,FALSE
"4751","Miranda July","Me and You and Everyone We Know",6.9,2005,FALSE
"4752","Miranda July","The Future",7.2,2011,FALSE
"4753","Mitch Davis","The Other Side of Heaven",4,2002,FALSE
"4754","Mitch Glazer","Passion Play",5,2011,FALSE
"4755","Mitchell Lichtenstein","Happy Tears",5,2010,FALSE
"4756","Mitchell Lichtenstein","Teeth",6.6,2008,FALSE
"4757","Mitsuru Meike","The Glamorous Life of Sachiko Hanai",7,2007,FALSE
"4758","Mohamed Diab","Clash",6.4,2017,FALSE
"4759","Mohammad Rasoulof","Iron Island",6.5,2006,FALSE
"4760","Mohammad Rasoulof","Manuscripts Don't Burn",7,2013,FALSE
"4761","Mohammed Amin"," The Night that Baghdad Fell",7,2005,TRUE
"4762","Mohsen Makhmalbaf","Kandahar",5,2001,FALSE
"4763","Mohsen Makhmalbaf","The President",7,2014,FALSE
"4764","Mona Achache","The Hedgehog",6.5,2011,FALSE
"4765","Mona Fastvold","The Sleepwalker",6.8,2014,FALSE
"4766","Monica Stambrini","Gasoline",6.9,2003,FALSE
"4767","Monika Treut","Gendernauts",6,2000,FALSE
"4768","Monte Hellman","Road to Nowhere",6.2,2010,FALSE
"4769","Monty Lapica","Self-Medicated",4.5,2007,FALSE
"4770","Mora Stephens","Zipper",6.4,2015,FALSE
"4771","Morgan Freeman","Desert Blue",6,1999,FALSE
"4772","Morgan Freeman","Homecoming",4,2009,FALSE
"4773","Morgan Neville","Won't You Be My Neighbor?",7.1,2018,FALSE
"4774","Morten Tyldum","Passengers",4.5,2016,FALSE
"4775","Morten Tyldum","The Imitation Game",6.2,2014,FALSE
"4776","Moufida Tlatli","The Season of Men",5.5,2001,FALSE
"4777","Moussa Toure","The Pirogue",7,2012,FALSE
"4778","Musa Syeed","Valley of Saints",6.5,2015,FALSE
"4779","Myles Connell","The Opportunits",6.3,2000,FALSE
"4780","Myroslav Slaboshpytskiy","The Tribe",7.2,2014,FALSE
"4781","Na Hong-jin","The Chaser",7,2008,FALSE
"4782","Nabil Ayouch","Horses of God",7,2012,FALSE
"4783","Nacho Vigalondo","Colossal",7,2016,FALSE
"4784","Nacho Vigalondo","Extraterrestrial",5.5,2012,FALSE
"4785","Nacho Vigalondo","Open Windows",5,2014,FALSE
"4786","Nacho Vigalondo","Timecrimes",6.8,2007,FALSE
"4787","Nadav Lapid","Kindergarten Teacher",6.8,2015,FALSE
"4788","Nadav Lapid","Policeman",7,2011,FALSE
"4789","Nadav Lapid","The Kindergarten Teacher",7,2014,FALSE
"4790","NAdia Tass","Amy",6,2001,FALSE
"4791","Nadine Labaki","Capernaum",7,2018,FALSE
"4792","Nadine Labaki","Caramel",6.9,2008,FALSE
"4793","Nae Caranfil","Closer to the Moon",6,2015,FALSE
"4794","Nana Ekvtimishvili and Simon Gross","In Bloom",6.6,2014,FALSE
"4795","Nancy Meyers","It's Complicated",6.5,2009,FALSE
"4796","Nancy Meyers","Something's Gotta Give",6,2003,FALSE
"4797","Nancy Meyers","The Holiday",5.2,2006,FALSE
"4798","Nancy Meyers","The Intern",6.8,2015,FALSE
"4799","Nancy Meyers","What Women Want",6.4,2000,FALSE
"4800","Nancy Savoca","The 24-hour Woman",6.6,1999,FALSE
"4801","Nancy Savoca","Union Square",6.5,2012,FALSE
"4802","Nanette Burstein","Going the Distance",6,2010,FALSE
"4803","Nanni Moretti","""We Have a Pope""",6.5,2011,FALSE
"4804","Nanni Moretti","La Stanza Del Figlio",6.8,2001,FALSE
"4805","Nanni Moretti","Mia Madre",7,2015,FALSE
"4806","Nanouk Leopold","Guernsey",6,2006,FALSE
"4807","Nanouk Leopold","It's All So Quiet",6.5,2015,FALSE
"4808","Naoko Ogigami","Close-Knit",6.9,2017,FALSE
"4809","Naomi Foner","Very Good Girls",6.5,2014,FALSE
"4810","Naomi Jaye","The Pin",6.5,2013,FALSE
"4811","Naomi Kawase"," The Mourning Forest",7,2007,TRUE
"4812","Nash Edgerton","Gringo",4.1,2018,FALSE
"4813","Nash Edgerton","The Square",6.8,2008,FALSE
"4814","Nat Faxon and Jim Rash","The Way Way Back",5,2013,FALSE
"4815","Natalia Almada","Everything Else",6.9,2016,FALSE
"4816","Natalia Smirnoff","Puzzle",6.8,2011,FALSE
"4817","Natalie Portman","A Tale of Love and Darkness",6.5,2016,FALSE
