"","director","name","score","year","foreign"
"3999","Lenny Abrahamson","Frank",6.9,2014,FALSE
"4000","Lenny Abrahamson","Room",6.8,2015,FALSE
"4001","Lenny Abrahamson","What Richard Did",6.4,2013,FALSE
"4002","Leon Ford","Griff the Invisible",6,2011,FALSE
"4003","Leon Ichaso","El Cantante",4.5,2007,FALSE
"4004","Leon Ichaso","Pinero",6,2001,FALSE
"4005","Leonardo Ricagni","Goodbye Momo",4,2007,FALSE
"4006","Leos Carax","Holy Motors",7.6,2012,FALSE
"4007","Leos Carax","Pola X",6.7,2000,FALSE
"4008","Les Mayfield","Blue Streak",4.5,1999,FALSE
"4009","Les Mayfield","Code Name The Cleaner",4,2007,FALSE
"4010","Les Mayfield","The Man",5,2005,FALSE
"4011","Leslie Greif","10 Rules for Sleeping Around",4,2014,FALSE
"4012","Leslie Small","Don't Trip He Ain't Through With Me Yet",5,2006,FALSE
"4013","Leslie Smith","David Searching",5.5,1998,FALSE
"4014","Leslye Headland","Bachelorette",5,2012,FALSE
"4015","Leslye Headland","Sleeping With Other People",6.5,2015,FALSE
"4016","Leste Chen","20 Once Again",5.2,2015,FALSE
"4017","Lev Kalman and Whitney Horn","L for Leisure",5,2015,FALSE
"4018","Levan Koguashvili","Street Days",6,2011,FALSE
"4019","Lexi Alexander","Green Street Hooligans",6,2005,FALSE
"4020","Lexi Alexander: Punisher","War Zone",4,2008,FALSE
"4021","Li Ying","Yasukuni",6.5,2009,FALSE
"4022","Li Yu"," Dam Street",6.8,2007,TRUE
"4023","Li Yu","Lost in Beijing",7,2007,FALSE
"4024","Liang Ying","Taking Father Home",7.1,2005,FALSE
"4025","Liev Schreiber","Everything Is Illuminated",5,2005,FALSE
"4026","Lieven Debrauwer","Pauline and Paulette",5,2002,FALSE
"4027","Linda Bloodworth-Thomason","Bridegroom",6,2013,FALSE
"4028","Linda Mendoza","Chasing Papi",5,2003,FALSE
"4029","Linda Yellen","The Simian Line",4,2001,FALSE
"4030","Lindley Farley: The Rodnees","We Mod Like Dat!",4,2005,FALSE
"4031","Lindsey Christian","Jazz in the Diamond District",4,2009,FALSE
"4032","Lindy Heymann","Showboy",6,2004,FALSE
"4033","Linnea Saasen and Alex Holdridge","Meet Me in Montenegro",4,2015,FALSE
"4034","Lionel Baier","Garcon Stupide",6.5,2005,FALSE
"4035","Lisa Addario & Joe Syracuse","Dear Dictator",5.3,2018,FALSE
"4036","Lisa Cholodenko","High Art",7,1998,FALSE
"4037","Lisa Cholodenko","Laurel Canyon",7,2003,FALSE
"4038","Lisa Cholodenko","Olive Kitteridge",7,2014,FALSE
"4039","Lisa Cholodenko","The Kids are All Right",7,2010,FALSE
"4040","Lisa Krueger","Committed",5,2000,FALSE
"4041","Lisa Robinson & Annie Howell","Claire in Motion",6,2017,FALSE
"4042","Lisandro Alonso","Fantasma",7.1,2006,FALSE
"4043","Lisandro Alonso","Jauja",7.2,2014,FALSE
"4044","Lisandro Alonso","Liverpool",7.2,2008,FALSE
"4045","Lisandro Alonso","Los Muertos",7,2004,FALSE
"4046","Lisanne Skyler","Getting To Know You",6.7,2000,FALSE
"4047","Liu Jian","Have a Nice Day",7,2017,FALSE
"4048","Liu Jian","Piercing I",7,2010,FALSE
"4049","Liv Ullman","Faithless",6.8,2000,FALSE
"4050","Liv Ullman","Private Confessions",6.5,1998,FALSE
"4051","Liv Ullmann","Miss Julie",6.2,2014,FALSE
"4052","Livi Zheng","Brush With Danger",4,2014,FALSE
"4053","Livia De Paolis","Emoticon ;)",4.5,2014,FALSE
"4054","Liz Friedlander","Take the Lead",4,2006,FALSE
"4055","Liz Garbus","Girlhood",5,2003,FALSE
"4056","Liz Garcia","The Lifeguard",5,2013,FALSE
"4057","Liz Tuccillo","Take Care",5.5,2014,FALSE
"4058","Liza Johnson","Elvis & Nixon",5,2016,FALSE
"4059","Liza Johnson","Hateship Loveship",5.5,2014,FALSE
"4060","Liza Johnson","Return",5.9,2012,FALSE
"4061","Lloyd Kaufman","Citizen Toxie",6,2001,FALSE
"4062","Lloyd Kaufman","Terror Firmer",4.5,2000,FALSE
"4063","Lluis Quilez","Out of the Dark",4.5,2015,FALSE
"4064","Lodge Kerrigan","Claire Dolan",6.5,2000,FALSE
"4065","Lodge Kerrigan","Keane",6.5,2004,FALSE
"4066","Lola Bessis and Ruben Amar","Swim Little Fish Swim",4.5,2014,FALSE
"4067","Lone Scherfig","An Education",6.5,2009,FALSE
"4068","Lone Scherfig","Bellissimo",6,2002,FALSE
"4069","Lone Scherfig","Italian For Beginners",7,2002,FALSE
"4070","Lone Scherfig","One Day",6,2011,FALSE
"4071","Lone Scherfig","The Riot Club",6.9,2015,FALSE
"4072","Lone Scherfig","Their Finest",6.9,2017,FALSE
"4073","Lone Scherfig","Wilbur Wants to Kill Himself",5.5,2004,FALSE
"4074","Lorene Scafaria","Seeking a Friend for the End of the World",5.5,2012,FALSE
"4075","Lorene Scafaria","The Meddler",6.6,2016,FALSE
"4076","Lorenzo Doumani","Knockout",6.2,2000,FALSE
"4077","Lorenzo Vigas"," From Afar",7,2015,TRUE
"4078","Lorraine Levy","The Other Son",5.5,2012,FALSE
"4079","Lorrel Manning","Happy New Year",4,2012,FALSE
"4080","Lou Diamond Phillips","El Cortez",5,2006,FALSE
"4081","Lou Howe","Gabriel",6.8,2015,FALSE
"4082","Lou Ye"," Summer Palace",7,2006,TRUE
"4083","Lou Ye","Spring Fever",6.5,2009,FALSE
"4084","Lou Ye","Suzhou River",6,2000,FALSE
"4085","Louis CK","Pootie Tang",6,2001,FALSE
"4086","Louis Garrell"," Regular Lovers",7,2005,TRUE
"4087","Louis Leterrier","Clash of the Titans",4,2010,FALSE
"4088","Louis Leterrier","Now You See Me",5,2013,FALSE
"4089","Louis Leterrier","Transporter 2",5.5,2005,FALSE
"4090","Louis Leterrier","Unleashed",6.5,2005,FALSE
"4091","Louis Letterier","The Incredible Hulk",4,2008,FALSE
"4092","Louis Mourneau","Bats",5.9,1999,FALSE
"4093","Lu Chuan","City of Life and Death",6.8,2009,FALSE
"4094","Lu Chuan","City Of Life And Death",7,2009,FALSE
"4095","Luc & Jean-Pierre Dardenne","Rosetta",7,1999,FALSE
"4096","Luc Besson","Angel-A",6.5,2007,FALSE
"4097","Luc Besson","Family",6.6,2013,FALSE
"4098","Luc Besson","Lucy",6.5,2014,FALSE
"4099","Luc Besson","The Messenger",5.4,1999,FALSE
"4100","Luc Besson","Valerian",6.8,2017,FALSE
"4101","Luc Dardenne"," The Son",7,2002,TRUE
"4102","Luc¡a Puenzo","XXY",5.5,2008,FALSE
"4103","Luca Guadagnino","A Bigger Splash",6.6,2016,FALSE
"4104","Luca Guadagnino","Call Me by Your Name",7.1,2017,FALSE
"4105","Luca Guadagnino","I Am Love",7,2009,FALSE
"4106","Lucas Belvaux","Rapt",6.9,2011,FALSE
"4107","Lucas Belvaux","Trilogy I, II, III",7,2002,FALSE
"4108","Lucia Aniello","Rough Night",4,2017,FALSE
"4109","Lucia Murat","Almost Brothers",6,2005,FALSE
"4110","Lucia Puenzo","The German Doctor",6.5,2014,FALSE
"4111","Lucile Hadzihalilovic","Innocence",7,2004,FALSE
"4112","Lucky McKee","May",6,2003,FALSE
"4113","Lucky McKee and Chris Sivertson","All Cheerleaders Die",6,2014,FALSE
"4114","Lucrecia Martel"," Headless Woman",7.4,2008,TRUE
"4115","Lucrecia Martel"," The Holy Girl",7.2,2004,TRUE
"4116","Lucrecia Martel","La Cienaga",7,2001,FALSE
"4117","Lucrecia Martel","Zama",7.8,2017,FALSE
"4118","Lucy Mulloy","Una Noche",6.8,2013,FALSE
"4119","Luis Galvao Teles","Elles",4.9,1999,FALSE
"4120","Luis Mandoki"," Innocent Voices",7,2005,TRUE
"4121","Luis Mandoki","Angel Eyes",5.5,2001,FALSE
"4122","Luis Mandoki","Message In A Bottle",6.7,1998,FALSE
"4123","Luis Orjuela","El Carro",6,2006,FALSE
"4124","Luis Piedrahita & Rodrigo Sopena"," Fermat's Room",7.1,2007,TRUE
"4125","Luis Prieto","Kidnap",6,2017,FALSE
"4126","Luis Prieto","Pusher",6.2,2012,FALSE
"4127","Lukas Moodysson"," Show Me Love",7.1,1998,TRUE
"4128","Lukas Moodysson","A Hole in My Heart",6,2005,FALSE
"4129","Lukas Moodysson","Lilya 4-Ever",7,2003,FALSE
"4130","Lukas Moodysson","Mammoth",6.5,2009,FALSE
"4131","Lukas Moodysson","Together",6,2001,FALSE
"4132","Lukas Moodysson","We Are the Best",6.8,2014,FALSE
"4133","Luke Eberl","Choose Connor",5,2008,FALSE
"4134","Luke Greenfield","Let's Be Cops",5,2014,FALSE
"4135","Luke Greenfield","Something Borrowed",5,2011,FALSE
"4136","Luke Greenfield","The Animal",6,2001,FALSE
"4137","Luke Greenfield","The Girl Next Door",4.5,2004,FALSE
"4138","Luke Matheny","Lovesick",5,2015,FALSE
"4139","Luke Scott","Morgan",4.7,2016,FALSE
"4140","Luke Wilson","The Wendell Baker Story",5,2007,FALSE
"4141","Luna","Whore",5,2004,FALSE
"4142","Lynn Hershman Leeson","Conceiving Ada",5.5,1999,FALSE
"4143","Lynn Hershman Leeson","Strange Culture",6.5,2007,FALSE
"4144","Lynn Roth","The Little Traitor",5,2007,FALSE
"4145","Lynn Shelton","Humpday",5.5,2009,FALSE
"4146","Lynn Shelton","Laggies",6.6,2014,FALSE
"4147","Lynn Shelton","Outside In",6.3,2018,FALSE
"4148","Lynn Shelton","Touchy Feely",5,2013,FALSE
"4149","Lynn Shelton","Your Sister's Sister",6.2,2012,FALSE
"4150","Lynne Ramsay","Morvern Callar",7,2002,FALSE
"4151","Lynne Ramsay","Ratcatcher",7,2000,FALSE
"4152","Lynne Ramsay","We Need to Talk About Kevin",6.9,2011,FALSE
"4153","Lynne Ramsay","You Were Never Really Here",7,2017,FALSE
"4154","M. Night Shyamalan","Signs",6.6,2002,FALSE
"4155","Mabrouk El Mechri","JCVD",6,2008,FALSE
"4156","Madeleine Olnek","Codependent Lesbian Space Alien Seeks Same",6.6,2011,FALSE
"4157","Madeleine Olnek","The Foxy Merkins",5.2,2014,FALSE
"4158","Madonna","Filth and Wisdom",5,2008,FALSE
"4159","Madonna","W.E.",5,2012,FALSE
"4160","Mads Matthiesen","Teddy Bear",5,2012,FALSE
"4161","Maggie Betts","Novitiate",6.8,2017,FALSE
"4162","Maggie Carey","The To Do List",5,2013,FALSE
"4163","Maggie Greenwald","Songcatcher",6.8,2001,FALSE
"4164","Maggie Kiley","Brightest Star",4,2014,FALSE
"4165","Magnus Martens","Jackpot",6.5,2014,FALSE
"4166","Mahamat-Saleh Haroun"," Dry Season",7.4,2006,TRUE
"4167","Mahamat-Saleh Haroun","A Screaming Man",6.9,2011,FALSE
"4168","Mahamat-Saleh Haroun","Grigris",7.1,2013,FALSE
"4169","Mahamat-Saleh Haroun","The Screaming Man",7.1,2010,FALSE
"4170","Mahesh Pailoor","Brahmin Bulls",6,2014,FALSE
"4171","Mai Tominaga","Wool 100%",7,2007,FALSE
"4172","Maiwenn","Polisse",6,2012,FALSE
"4173","Majid Majidi"," Color Of Paradise",8,1999,TRUE
"4174","Majid Majidi"," The Willow Tree",7.8,2005,TRUE
"4175","Majid Majidi","Baran",6.9,2001,FALSE
"4176","Majid Majidi","The Song of Sparrows",6.5,2009,FALSE
"4177","Makoto Shinkai","Your Name",6.9,2017,FALSE
"4178","Malcolm Lee","Barbershop - The Next Cut",5.8,2016,FALSE
"4179","Malcolm Lee","Girls Trip",6.7,2017,FALSE
"4180","Malcolm Lee","Roll Bounce",4.5,2005,FALSE
"4181","Malcolm Lee","Soul Men",6.5,2008,FALSE
"4182","Malcolm Lee","The Best Man Holiday",4,2013,FALSE
"4183","Malcolm Lee","Undercover Brother",6.5,2002,FALSE
"4184","Malcolm Lee","Welcome Home Roscoe Jenkins",4.5,2008,FALSE
"4185","Malcolm Venville","44 Inch Chest",4.9,2010,FALSE
"4186","Malcolm Venville","Henry's Crime",5,2011,FALSE
"4187","Malcom Lee","The Best Man",6.6,1999,FALSE
"4188","Malgoska Szumowska","Elles",7,2011,FALSE
"4189","Malgoska Szumowska","In the Name Of",6.8,2013,FALSE
"4190","Mandel Holland","The Other Brother",5.5,2002,FALSE
"4191","Mani Ratman","A Peck on the Cheek",6.9,2002,FALSE
"4192","Mani Ratnam","Yuva",6,2004,FALSE
"4193","Manoel de Oliveira","Belle Toujours",5,2007,FALSE
"4194","Manoel de Oliveira","Eccentricities of a Blond Hair Girl",6.8,2010,FALSE
"4195","Manoel de Oliveira","Fifth Empire",6,2007,FALSE
"4196","Manoel de Oliveira","Gebo and the Shadow",6,2012,FALSE
"4197","Manoel de Oliveira","I'm Going Home",7,2001,FALSE
"4198","Manoel de Oliveira","The Strange Case of Angelica",7.2,2010,FALSE
"4199","Manoel De Oliveira","La Lettre",6,1999,FALSE
"4200","Manoel De Oliveira","Palavra e Utopia",7.1,2000,FALSE
"4201","Manoel De Oliveira","The Uncertainty Principle",6.5,2002,FALSE
"4202","Manoel DeOliveira"," Anxiety (1998)",7.2,1998,TRUE
"4203","Mans Marlind and Bjorn Stein","6 Souls,",5,2013,FALSE
"4204","Manu Payet & Rodolphe Lauga","Relationship Status - It's Complicated",5,2014,FALSE
"4205","Mar¡a Ripoll","Tortilla Soup",5.5,2001,FALSE
"4206","Marc Abraham","Flash of Genius",5,2008,FALSE
"4207","Marc Abraham","I Saw the Light",6,2016,FALSE
"4208","Marc Adler","Delgo",3.5,2008,FALSE
"4209","Marc Carrete","Asmodexia",6.5,2014,FALSE
"4210","Marc Evans","Hunky Dory",6.4,2013,FALSE
"4211","Marc Evans","Snow Cake",5.8,2007,FALSE
"4212","Marc Forby","Princess Kaiulani",4.5,2010,FALSE
"4213","Marc Forster","Everything Put Together",6,2001,FALSE
"4214","Marc Forster","Finding Neverland",6.5,2004,FALSE
"4215","Marc Forster","Machine Gun Preacher",5.5,2011,FALSE
"4216","Marc Forster","Quantum of Solace",5,2008,FALSE
"4217","Marc Forster","Stay",6,2005,FALSE
"4218","Marc Forster","Stranger Than Fiction",6.8,2006,FALSE
"4219","Marc Forster","The Kite Runner",5.5,2007,FALSE
"4220","Marc Forster","World War Z",6,2013,FALSE
"4221","Marc Lawrence","Did You Hear About the Morgans",5,2009,FALSE
"4222","Marc Lawrence","Music and Lyrics",5,2007,FALSE
"4223","Marc Lawrence","The Rewrite",6.7,2015,FALSE
"4224","Marc Lawrence","Two Weeks Notice",4,2002,FALSE
"4225","Marc Levin","Slam",6.8,1998,FALSE
"4226","Marc Levin","Whiteboys",5.7,1999,FALSE
"4227","Marc Meyers","Harvest",7,2010,FALSE
"4228","Marc Meyers","My Friend Dahmer",5,2017,FALSE
"4229","Marc Rothemund: Sophie Scholl","The Final Days",6,2006,FALSE
"4230","Marc Webb","(500) Days of Summer",7,2009,FALSE
"4231","Marc Webb","Gifted",6,2017,FALSE
"4232","Marc Webb","The Amazing Spider-Man",4,2012,FALSE
"4233","Marc Webb","The Amazing Spider-Man 2",4,2014,FALSE
"4234","Marc Webb","The Only Living Boy in New York",4.4,2017,FALSE
"4235","Marcel Langenegger","Deception",4.5,2008,FALSE
"4236","Marcel Rasquin","Hermano",6,2012,FALSE
"4237","Marcelo Gomes","Cinema, Aspirins and Vultures",6.5,2006,FALSE
"4238","Marcelo Martinessi","The Heiresses",7,2018,FALSE
"4239","Marcelo Pineyro"," Burnt Money",6.5,2001,TRUE
"4240","Marcin Wrona","'Demon'",7,2015,FALSE
"4241","Marco-Tullio Giordana"," The Best of Youth",7.2,2003,TRUE
"4242","Marco Bellocchio","Good Morning, Night",6,2005,FALSE
"4243","Marco Bellocchio","My Mother's Smile",6,2002,FALSE
"4244","Marco Bellocchio","Vincere",6.8,2010,FALSE
"4245","Marco Bellochio"," The Hour of Religion",7,2002,TRUE
"4246","Marco Kreuzpaintner","Summer Storm",5,2006,FALSE
"4247","Marco Schnabel","The Love Guru",5,2008,FALSE
"4248","Marcos Carnevale","Elsa & Fred",6.5,2005,FALSE
"4249","Marcos Siega","Pretty Persuasion",7,2005,FALSE
"4250","Marcos Siega","Underclassman",4,2005,FALSE
"4251","Marcus Nispel","Conan the Barbarian",4,2011,FALSE
"4252","Marcus Nispel","Friday the 13th",4,2009,FALSE
"4253","Marcus Nispel","Pathfinder",4,2007,FALSE
"4254","Marcus Raboy","Friday After Next",5,2002,FALSE
"4255","Marek Kanievska","Where The Money Is",6.3,2000,FALSE
"4256","Maren Ade","Everyone Else",7,2009,FALSE
"4257","Maren Ade","Toni Erdmann",7.5,2016,FALSE
"4258","Margaret Brown","Be Here to Love Me",5,2005,FALSE
"4259","Margarethe von Trotta","Hannah Arendt",6.6,2013,FALSE
"4260","Margarethe von Trotta","Rosenstrasse",5,2004,FALSE
"4261","Margarethe von Trotta","Vision",5,2010,FALSE
"4262","Maria Maggenti","Puccini for Beginners",6.7,2007,FALSE
"4263","Maria Sole Tognazzi","A Five Star Life",5.7,2014,FALSE
"4264","Marialy Rivas","Young and Wild",5,2012,FALSE
"4265","Mariana Rondon","Bad Hair",6.9,2014,FALSE
"4266","Marianna Palka","Good Dick",6,2008,FALSE
"4267","Mariano Llinas","Extraordinary Stories",7.2,2008,FALSE
"4268","Marie Monge","Treat Me Like Fire",6.6,2018,FALSE
"4269","Marie Noelle","Marie Curie",6.6,2017,FALSE
"4270","Marielle Heller","The Diary of a Teenage Girl",7,2015,FALSE
"4271","Mariette Monpierre","Elza",6.8,2012,FALSE
"4272","Marilyn Agrelo","An Invisible Sign",5,2011,FALSE
"4273","Marina de Van","Dark Touch",5,2013,FALSE
"4274","Marion Briand","La Turbulence Des Fluides",6.8,2002,FALSE
"4275","Marion Hansel","The Quarry",6,2000,FALSE
"4276","Marion Vernoux","Bright Days Ahead",6.5,2014,FALSE
"4277","Marion Vernoux","Love Etc",6.5,1999,FALSE
"4278","Marius Holst","King of Devil's Island",5.7,2011,FALSE
"4279","Marjane Satrapi","Persepolis",6.5,2007,FALSE
"4280","Marjane Satrapi","The Voices",4.4,2015,FALSE
"4281","Marjane Satrapi and Vincent Paronnaud","Chicken With Plums,",6.6,2012,FALSE
"4282","Mark & Robb Cullen","Once Upon a Time in Venice",4,2017,FALSE
"4283","Mark and Michael Polish","Northfork",7.2,2003,FALSE
"4284","Mark Andrews and Brenda Chapman","Brave",6.5,2012,FALSE
"4285","Mark Bamford","Cape of Good Hope",7,2005,FALSE
"4286","Mark Brokaw","Spinning Into Butter",6,2009,FALSE
"4287","Mark Brown","The Salon",4,2007,FALSE
"4288","Mark Brown","Two Can Play That Game",6,2001,FALSE
"4289","Mark Burton & Richard Starzak","Shaun the Sheep Movie",4.5,2015,FALSE
"4290","Mark Christopher","54",5.6,1998,FALSE
"4291","Mark Christopher","Pizza",5,2006,FALSE
"4292","Mark Dornford-May","U-Carmen e-Khayelitsha",6.5,2005,FALSE
"4293","Mark Edwin Robinson","I Will Follow You Into the Dark",4.5,2013,FALSE
"4294","Mark Fergus","First Snow",6.3,2007,FALSE
"4295","Mark Forster","Monster's Ball",6.8,2001,FALSE
"4296","Mark Hanlon","Buddy Boy",5.7,2000,FALSE
"4297","Mark Helfrich","Good Luck Chuck",3.5,2007,FALSE
"4298","Mark Herman","Little Voice",6.8,1998,FALSE
"4299","Mark Herman","The Boy in the Striped Pajamas",4.5,2008,FALSE
"4300","Mark Illsley","Happy Texas",5.7,1999,FALSE
"4301","Mark Jackson","War Story",5,2014,FALSE
"4302","Mark Levin","Little Manhattan",6,2005,FALSE
"4303","Mark Linfield","Monkey Kingdom",4,2015,FALSE
"4304","Mark Meily","La Visa Loca",5,2005,FALSE
"4305","Mark Milgard","Dandelion",6,2005,FALSE
"4306","Mark Moskowitz","Stone Reader",6,2003,FALSE
"4307","Mark Mylod","What's your Number",5,2011,FALSE
"4308","Mark Osborne","The Little Prince",6.8,2016,FALSE
"4309","Mark Palansky","Penelope",5.5,2008,FALSE
"4310","Mark Palansky","Rememory",5,2017,FALSE
"4311","Mark Pellington","Arlington Road",6.8,1999,FALSE
"4312","Mark Pellington","Henry Poole Is Here",4,2008,FALSE
"4313","Mark Pellington","I Melt With You",5.5,2011,FALSE
"4314","Mark Pellington","The Last Word",5.2,2017,FALSE
"4315","Mark Pellington","The Mothman Prophecies",6.5,2002,FALSE
"4316","Mark Piznarski","Here on Earth",5.3,2000,FALSE
"4317","Mark Rappaport","Silver Screen",6,1998,FALSE
"4318","Mark Raso","Copenhagen",6.6,2014,FALSE
"4319","Mark Romanek","Never Let Me Go",6,2010,FALSE
"4320","Mark Romanek","One Hour Photo",6.9,2002,FALSE
"4321","Mark Rosman","A Cinderella Story",4,2004,FALSE
"4322","Mark Rosman","The Perfect man",5,2005,FALSE
"4323","Mark Rucker","Die Mommie Die",6.5,2003,FALSE
"4324","Mark Ruffalo","Sympathy for Delicious",6.5,2011,FALSE
"4325","Mark Rydell","Even Money",6,2007,FALSE
"4326","Mark Schmidt","Walking With the Enemy",5,2014,FALSE
"4327","Mark Steven Johnson","Daredevil",5,2003,FALSE
"4328","Mark Steven Johnson","Simon Birch",5,1998,FALSE
"4329","Mark Steven Johnson","When in Rome",4,2010,FALSE
"4330","Mark Tarlov","Simply Irresistible",4,1998,FALSE
"4331","Mark Walters","Mr. Popper's Penguins",6,2011,FALSE
"4332","Mark Waters","Bad Santa 2",4,2016,FALSE
"4333","Mark Waters","Freaky Friday",6,2003,FALSE
"4334","Mark Waters","Ghosts of Girlfriends Past",4,2009,FALSE
"4335","Mark Waters","Head Over Heels",4.5,2001,FALSE
"4336","Mark Waters","Just Like Heaven",6.5,2005,FALSE
"4337","Mark Waters","Mean Girls",6.4,2004,FALSE
"4338","Mark Waters","The Spiderwick Chronicles",5.5,2008,FALSE
"4339","Mark Webber","Explicit Ills",5,2009,FALSE
"4340","Mark Wilkinson","Dischord",4,2003,FALSE
"4341","Mark Young","The Killing Jar",4,2010,FALSE
"4342","Markus Schleinzer","Michael",7,2011,FALSE
"4343","Marleen Gorris","Mrs Dalloway",5.6,1998,FALSE
"4344","Marleen Gorris","The Luzhin Defense",6,2001,FALSE
"4345","Mars Callahan","Poolhall Junkies",6.5,2003,FALSE
"4346","Marshall Herskovitz","Dangerous Beauty",6.1,1998,FALSE
"4347","Marshall Lewy","California Solo",6,2012,FALSE
"4348","Martha Coolidge","The Prince and Me",6,2004,FALSE
"4349","Martha Fiennes","Onegin",5.4,1999,FALSE
"4350","Martin Brest","Gigli",4,2003,FALSE
"4351","Martin Brest","Meet Joe Black (1998)",5.4,1998,FALSE
"4352","Martin Campbell","Beyond Borders",4.5,2003,FALSE
"4353","Martin Campbell","Edge of Darkness",4.5,2010,FALSE
"4354","Martin Campbell","Green Lantern",4,2011,FALSE
"4355","Martin Campbell","The Foreigner",4.7,2017,FALSE
"4356","Martin Campbell","The Legend of Zorro",4,2005,FALSE
"4357","Martin Campbell","Vertical Limit",4.5,2000,FALSE
"4358","Martin Donovan","Collaborator",6.5,2012,FALSE
"4359","Martin Hynes","The Go-Getter",6,2008,FALSE
"4360","Martin Koolhoven","AmnesiA",6.8,2001,FALSE
"4361","Martin Koolhoven","Brimstone",6.8,2017,FALSE
"4362","Martin Koolhoven","Winter in Wartime",6.5,2008,FALSE
"4363","Martin Lund","The Almost Man",6.5,2014,FALSE
"4364","Martin McDonagh","In Bruges",4.5,2008,FALSE
"4365","Martin McDonagh","Seven Psychopaths",6.6,2012,FALSE
"4366","Martin McDonagh","Three Billboards Outside Ebbing",7,2017,FALSE
"4367","Martin Pieter Zandvliet","Applause",6,2011,FALSE
"4368","Martin Provost","Seraphine",6,2009,FALSE
"4369","Martin Rejtman","Two Shots Fired",6.6,2015,FALSE
"4370","Martin Scorsese","Bringing Out The Dead",6.5,1999,FALSE
"4371","Martin Scorsese","Gangs Of New York",6.5,2002,FALSE
"4372","Martin Scorsese","Kundun",6.9,1998,FALSE
"4373","Martin Scorsese","Shutter Island",5.9,2010,FALSE
"4374","Martin Scorsese","Silence",6.2,2016,FALSE
"4375","Martin Scorsese","The Aviator",6,2004,FALSE
"4376","Martin Scorsese","The Departed",7,2006,FALSE
"4377","Martin Scorsese","The Invention of Hugo Cabret",6,2011,FALSE
"4378","Martin Scorsese","The Wolf of Wall Street",6.9,2013,FALSE
"4379","Martin Sulik","Gypsy",6,2012,FALSE
"4380","Martin Zandvliet","Land of Mine",6.9,2016,FALSE
"4381","Marvin Kren","Blood Glacier",6.3,2014,FALSE
"4382","Mary Harron","American Psycho",6.9,2000,FALSE
"4383","Mary Harron","The Notorious Bettie Page",5,2006,FALSE
"4384","Mary Haverstick","Home",6.5,2009,FALSE
"4385","Mary Lambert","In Crowd",6,2000,FALSE
"4386","Mary Stuart Masterson","The Cake Eaters",5.5,2009,FALSE
"4387","Maryam Keshavarz","Circumstance",6.8,2011,FALSE
"4388","Masaaki Yuasa","Mind Game",7,2005,FALSE
"4389","Masato Harada","Bounce Ko Gals",6.5,2003,FALSE
"4390","Massy Tadjedin","Last Night",6.5,2011,FALSE
"4391","Matej Minac","All My Loved Ones",6,2002,FALSE
"4392","Mathieu Amalric","The Blue Room",6.8,2014,FALSE
"4393","Mathieu Kassovitz","Gothika",4.5,2003,FALSE
"4394","Mathieu Kassovitz","The Crimson Rivers",5,2001,FALSE
"4395","Mati Diop","Mille Soleils",7,2013,FALSE
"4396","Matias Pineiro","Hermia & Helena",7,2016,FALSE
"4397","Matias Pineiro","Hermia and Helena",7,2016,FALSE
"4398","Matias Pineiro","Rosalinda",7,2010,FALSE
"4399","Matias Pineiro","The Princess of France",6.5,2015,FALSE
"4400","Matias Pineiro","Viola",7,2012,FALSE
"4401","Matt Aselton","Gigantic",6,2009,FALSE
"4402","Matt Cimber","Miriam",6,2007,FALSE
"4403","Matt D'Elia","American Animal",6,2012,FALSE
"4404","Matt Dillon","City of Ghosts",6,2003,FALSE
"4405","Matt Johnson","The Dirties",6.5,2013,FALSE
"4406","Matt Piedmont","Casa de Mi Padre",5.2,2012,FALSE
"4407","Matt Porterfield","I Used to Be Darker",7,2013,FALSE
"4408","Matt Porterfield","Putty Hill",6.6,2011,FALSE
"4409","Matt Rabinowitz","The Frontier",5,2014,FALSE
"4410","Matt Reaves","Cloverfield",5.5,2008,FALSE
"4411","Matt Reeves","Dawn of the Planet of the Apes",6,2014,FALSE
"4412","Matt Reeves","Let Me In",6.5,2010,FALSE
"4413","Matt Reeves","War for the Planet of the Apes",6.7,2017,FALSE
"4414","Matt Ross","28 Hotel Rooms",6.7,2012,FALSE
"4415","Matt Ross","Captain Fantastic",6.4,2016,FALSE
"4416","Matt Ruskin","Crown Heights",6.9,2017,FALSE
"4417","Matt Shakman","Cut Bank",5,2015,FALSE
"4418","Matt Spicer","Ingrid Goes West",7,2017,FALSE
"4419","Matt Williams","Where The Heart Is",6.2,2000,FALSE
"4420","Matt Zoller Seitz","Doing Time for Patsy Cline",6,2006,FALSE
"4421","Matteo Garrone","Dogman",7.3,2018,FALSE
"4422","Matteo Garrone","Gomorrah",7,2008,FALSE
"4423","Matteo Garrone","Il Racconto dei Racconti",7,2015,FALSE
"4424","Matteo Garrone","Primo Amore",6,2005,FALSE
"4425","Matteo Garrone","Reality",7.2,2012,FALSE
"4426","Matthew Barney","Cremaster 2",6.9,1999,FALSE
"4427","Matthew Barney","Drawing Restraint 9",6.5,2006,FALSE
"4428","Matthew Bonifacio","Amexicano",5,2008,FALSE
"4429","Matthew Bonifacio","The Quitter",6.2,2014,FALSE
"4430","Matthew Bright","Ted Bundy",5,2002,FALSE
"4431","Matthew Chapman","The Ledge",4.5,2011,FALSE
"4432","Matthew Dean Russell","Seven Days in Utopia,",6,2011,FALSE
"4433","Matthew Leutwyler","Dead and Breakfast",4,2005,FALSE
